title,tag,info,comments,content
怨女,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2012-6 / 29.60元,(4776人评价),"她生于贫穷之家，因世俗虚荣的压力，嫁给一个半残废的富家少爷，虽有锦衣玉食，精神上确实茫然无依。
有目的的爱都不是真爱，女主角的愤懑与刻薄，被张爱玲描写的几近..."
小团圆,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2012-6 / 28.00元,(5741人评价),"我写《小团圆》并不是为了发泄出气，我一直认为最好的材料是你最深知的材料，但是为了国家主义的制裁，一直无法写。
这是一个热情故事，我想表达出爱情的万转千回，完..."
倾城之恋,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2019-3 / 49.50元,(1190人评价),◑张爱玲中短篇小说集。收录创作于1943年至1944年创作的中短篇小说《第一炉香》《第二炉香》《茉莉香片》《心经》《封锁》《倾城之恋》《琉璃瓦》《金锁记》《...
红玫瑰与白玫瑰,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2019-3 / 49.50元,(885人评价),◑张爱玲中短篇小说集。收录创作于1944年至1947年创作的中短篇小说，包括《年轻的时候》《花凋》《鸿鸾禧》《红玫瑰与白玫瑰》《散戏》《殷宝滟送花楼会》《桂...
流言,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2012-9 / 29.50元,(2645人评价),"读《小团圆》，不能不看张爱玲散文
全新修订，华丽上市！
散佚作品《不得不说的废话》等七篇首次收录，最新增补《炎樱衣谱》《寄读者》两篇文章。
读《小团圆》，对..."
流言,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2006-12 / 25.00元,(9572人评价),《流言》是张爱玲的随笔散文集，可以说是大珠小珠满玉盘。张爱玲称爱默生“警句很多”。在这本书中我们倒可以看到张爱玲满篇的警句佳句。如“上海人是传统的中国人加上...
张爱玲文集,豆瓣图书标签: 张爱玲,张爱玲 / 安徽文艺出版社 / 1992年 / 45元,(12926人评价),第一卷：《牛》《霸王别姬》《沉香屑 第二炉香》《茉莉香片》《心经》《封锁》《琉璃瓦》《年轻的时候》《花凋》《殷宝滟送花楼会》《等》《桂花蒸 阿小悲秋》《留情...
海上花开,豆瓣图书标签: 张爱玲,张爱玲、韩邦庆 / 张爱玲 注释 / 北京十月文艺出版社 / 2012-7 / 29.50元,(870人评价),《海上花开:国语海上花列传1(张爱玲全集09)(2012年全新修订版)》内容简介：韩邦庆的《海上花列传》是一部描写清末上海妓院日常生活的长篇小说，旁及官场和...
色，戒,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2007-10 / 25.00元,(15380人评价),刻画女性心理，表现乱世之中的男女情感纠葛，是张爱玲最为擅长的。《色，戒》围绕这一主题，收入《红玫瑰与白玫瑰》《金锁记》《倾城之恋》《色，戒》《沉香屑：第一炉...
红楼梦魇,豆瓣图书标签: 张爱玲,张爱玲 / 北京十月文艺出版社 / 2007-2 / 26.80元,(3525人评价),"《红楼梦魇》是张爱玲旅居美国研究《红楼梦》十年的心血结晶，亦是一部学术考据之作。
像张爱玲这样一位作家，用十年时间，对《红楼梦》作如此近乎繁琐的考据，似乎真..."
﻿飘,豆瓣图书标签: 外国名著,[美国] 玛格丽特·米切尔 / 李美华 / 译林出版社 / 2000-9 / 40.00元,(156400人评价),小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环...
傲慢与偏见,豆瓣图书标签: 外国名著,[英] 奥斯丁 / 张玲、张扬 / 人民文学出版社 / 1993-7 / 13.00元,(184879人评价),《傲慢与偏见》是简·奥斯汀的代表作，是一部描写爱情与婚姻的经典小说。作品以男女主人公达西和伊丽莎白由于傲慢和偏见而产生的爱情纠葛为线索，共写了四起姻缘：伊丽...
简爱（英文全本）,豆瓣图书标签: 外国名著,[英] 夏洛蒂·勃朗特 / 世界图书出版公司 / 2003-11 / 18.00元,(185855人评价),《简爱》是英国女作家夏洛蒂·勃朗特的代表作品。女主人公简爱是一个追赶求平等与自主的知识女性形象，小说以其感人的对于一位“灰姑娘式”人物奋斗史的刻划取胜，《简...
基督山伯爵,豆瓣图书标签: 外国名著,大仲马 / 周克希、韩沪麟 / 上海译文出版社 / 1991-12-1 / 43.90元,(99458人评价),小说以法国波旁王朝和七月王朝两大时期为背景，描写了一个报恩复仇的故事。法老号大副唐泰斯受船长的临终嘱托，为拿破仑送了一封信，受到两个对他嫉妒的小人的陷害，被...
鲁滨逊漂流记,豆瓣图书标签: 外国名著,[英] 笛福 / 马静 / 广西民族出版社 / 2002-1 / 9.20元,(152491人评价),"《鲁滨逊飘流记》是18世纪英国作家达尼尔·笛福的代表作品，也是一部具有广泛的世界性影响的作品。
小说以1704年一名苏格兰水手亚历山大·薛里基洛克航海遇险，..."
老人与海,豆瓣图书标签: 外国名著,海明威 / 吴劳 / 上海译文出版社 / 1999-10 / 8.20元,(154123人评价),本书讲述了一个渔夫的故事。古巴老渔夫圣地亚哥在连续八十四天没捕到鱼的情况下，终于独自钓上了一条大马林鱼，但这鱼实在大，把他的小船在海上拖了三天才筋疲力尽，被...
呼啸山庄,豆瓣图书标签: 外国名著,（英）勃朗特、张玲、张扬 / 张扬、张玲 / 人民文学出版社 / 1999-01-01 / 27.30元,(102264人评价),夏洛蒂和传记作者告诉我们，爱米丽生性独立、豁达、纯真、刚毅、热情而又内向。她颇有男儿气概，酷爱自己生长其间的荒原，平素在离群索居中，除去手足情谊，最喜与大自...
悲惨世界（上中下）,豆瓣图书标签: 外国名著,[法] 雨果 / 李丹、方于 / 人民文学出版社 / 1992-6 / 66.00元,(49223人评价),这是法国十九世纪浪漫派领袖雨果继《巴黎圣母院》之后创作的又一部气势恢宏的鸿篇巨著。全书以卓越的艺术魅力，展示了一幅自1793年法国大革命至1832年巴黎人民...
巴黎圣母院,豆瓣图书标签: 外国名著,[法]雨果 / 陈敬容 / 人民文学出版社 / 1982-6 / 22.50元,(90280人评价),《巴黎圣母院》是法国文豪维克多·雨果第一部引起轰动效应的浪漫派小说。小说以十五世纪路易十一统治下的法国为背景，通过一个纯洁无辜的波希米亚女郎惨遭迫害的故事，...
钢铁是怎样炼成的,豆瓣图书标签: 外国名著,[苏] 尼·奥斯特洛夫斯基 / 曹缦西、王志棣 / 译林出版社 / 1996-10 / 20.00元,(60134人评价),本书的主人公保尔·柯察金饱尝了生活的苦难，炼就了革命精神和反抗性格。十月革命爆发后只有十六岁的他，就参加了红军，无论在战炮火中，还是在国民经济复时期，可察金...
一千零一夜,豆瓣图书标签: 外国名著,纳训 / 人民文学出版社 / 2003-01 / 22.0,(43988人评价),"《一千零一夜》又名《天方夜谭》。""天方""是从前中国对阿拉伯的称呼。这本书中的故事，多是阿拉伯地区国家的传说。 公元9世纪时，是阿拉伯帝国的全盛时期，它横跨亚..."
茶花女,豆瓣图书标签: 外国名著,小仲马 / 王振孙 / 外国文学出版社 / 1997-3 / 9.00元,(106898人评价),《茶花女》为我们塑造了一些生动、鲜明的艺术形象，而其中最突出、最令人难忘的自然是女主人公茶花女玛格丽特。读者们切莫把玛格丽特和阿尔丰西娜·普莱西小姐混为一谈...
红与黑,豆瓣图书标签: 外国名著,[法] 司汤达 / 张冠尧 / 人民文学出版社 / 2002 / 20.00元,(47194人评价),"小说主人公于连,是一个木匠的儿子,年轻英俊,意志坚强,精明能干,从小就希望借助个人的努力与奋斗跻身上流社会。
在法国与瑞士接壤的维立叶尔城，坐落在山坡上，美..."
麦琪的礼物,豆瓣图书标签: 外国名著,[美] 欧·亨利 / 张经浩 / 上海社会科学院出版社 / 2003-7 / 25.00元,(57332人评价),选收欧·亨利的小说34篇，国外当代文学类重要工具书介绍的有代表性的作品均已收入。欧·亨利是位有独特风格的杰出短篇小说家，以巧妙的构思、夸张和幽默的文笔反映了...
哈姆莱特,豆瓣图书标签: 外国名著,[英] 莎士比亚 / 朱生豪 / 人民文学出版社 / 2001-1 / 7.00元,(35285人评价),"本书是大学生必读丛书中的一册，书中以教育部全国高等学校中文学科教学指导委员会指定书目为依据，收录了英国著名作家莎士比亚先生的话剧《哈姆莱特》。
    本书..."
羊脂球,豆瓣图书标签: 外国名著,（法）莫泊桑 / 赵少侯 / 北京燕山出版社 / 2007-6 / 13.50元,(85943人评价),莫泊桑短篇小说的代表作。写普法战争时，法国的一群贵族、政客、商人、修女等高贵者，和一个叫作羊脂球的妓女，同乘一辆马车逃离普军占区，在一关卡受阻。普鲁士军官要...
傲慢与偏见,豆瓣图书标签: 外国名著,[英] 奥斯丁 / 王科一 / 上海译文出版社 / 1996-12 / 11.00元,(32252人评价),《傲慢与偏见》是英国著名女作家简·奥斯汀（Jane Austen 1775～1817年）的代表作，是一部描写爱情与婚姻的小说。这部小说以男女主人公达西和伊丽...
福尔摩斯探案全集（上中下）,豆瓣图书标签: 外国名著,[英] 阿·柯南道尔 / 丁钟华 等 / 群众出版社 / 1981-8 / 53.00元/68.00元,(90871人评价),最经典的群众出版社的翻译版本，一经出版，立即风靡成千上万的中国人。离奇的情节，扣人的悬念，世界上最聪明的侦探，人间最诡秘的案情，福尔摩斯不但让罪犯无处藏身，...
海底两万里,豆瓣图书标签: 外国名著,[法国] 儒尔·凡尔纳 / 沈国华、钱培鑫、曹德明 / 译林出版社 / 2002-9 / 19.50元,(79266人评价),"本书是法国举世闻名的科幻小说作家儒尔·凡尔纳的代表作之一。
作者让读者登上“鹦鹉螺号”，以平均十二公里的时速，在将近十个月的海底旅行中，随着尼摩船长和他的“..."
﻿围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 1991-2 / 19.00,(369354人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
我们仨,豆瓣图书标签: 钱钟书,杨绛 / 生活·读书·新知三联书店 / 2003-7 / 18.80元,(236920人评价),《我们仨》是钱钟书夫人杨绛撰写的家庭生活回忆录。1998年，钱钟书逝世，而他和杨绛唯一的女儿钱瑗已于此前（1997年）先他们而去。在人生的伴侣离去四年后，杨...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 1991-2-1 / 39.00元,(50674人评价),《围城》是一幅栩栩如生的世井百态图，人生的酸甜苦辣千般滋味均在其中得到了淋漓尽致的体现。钱钟书先生将自己的语言天才并入极其渊博的知识，再添加上一些讽刺主义的...
围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 2017-6 / 36.00,(4241人评价),《围城》是钱钟书仅有的一部长篇小说，堪称中国现当代长篇小说的经典。小说塑造了抗战开初一类知识分子的群像，生动反映了在国家特定时期，特殊人群的行为操守、以及困...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 2013-6 / 28.00,(11768人评价),《围城》三十年来横贯常销畅销小说之首。《围城》是钱钟书唯一的一部长篇小说，堪称中国现当代长篇小说的经典。小说塑造了抗战开初一类知识分子的群像，生动反映了在国...
写在人生边上 人生边上的边上 石语,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-10 / 27.00元,(8153人评价),钱锺书先生是我国当代具有国际影响的著名学者、作家，其著作博大精深，融贯古今中外，被视为人类文化中具有经典性的巨著。本集由钱锺书先生和杨绛先生提供文稿和样书，...
人·兽·鬼,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-5 / 10.00元,(9622人评价),《人·兽·鬼》包括《上帝的梦》、《猫》、《灵感》、《纪念》四部短篇小说。
写在人生边上,豆瓣图书标签: 钱钟书,钱钟书 / 辽宁人民出版社/辽海出版社 / 2000-5-1 / 6.90元,(6745人评价),"人生据说是一部大书。 
假使人生真是这样，那么，我们一大半作者只能算是书评家，具有书评家的本领，无须看得几页书，议论早已发了一大堆，书评一篇写完交卷。 
但..."
围城,豆瓣图书标签: 钱钟书,钱钟书 / 生活·读书·新知三联书店 / 2002-5 / 18.60元,(27821人评价),人生是围城，婚姻是围城，冲进去了，就被生存的种种烦愁包围。《围城》是钱钟书撰写的一部“新《儒林外史》”。钱钟书以他洒脱幽默的文笔，描写了一群知识分子的生活百...
围城,豆瓣图书标签: 钱钟书,钱锺书 / 人民文学出版社 / 2007-8 / 19.00元,(23952人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
谈艺录,豆瓣图书标签: 钱钟书,钱钟书 / 中华书局 / 1998-04 / 39.00,(1045人评价),《谈艺录》是钱钟书先生关于中国古典诗歌的专门赏析著作。他用的是古代诗话的体式，表达的却是全新的文学观念。同一般的文学赏析著作不同，钱钟书的文字无一字无来处，...
槐聚心史,豆瓣图书标签: 钱钟书,汪荣祖 / 中华书局 / 2020-3-1 / 58.00,(21人评价),本书结合钱锺书的生平、著作，以及作者与其多年交往论学的过程，尝试解读钱锺书的生活世界和学术世界。全书分为内外两篇：内篇论述“钱锺书的自我”， 参考心理学理论...
洗澡,豆瓣图书标签: 钱钟书,杨绛 / 人民文学出版社 / 2004-01 / 16.00,(16197人评价),《洗澡》不是由一个主角贯连全部的小说，而是借一个政治运动作背景，写那个时期形形色色的知识分子。所以是个横断面；既没有史诗性的结构，也没有主角。本书第一部写新...
宋诗选注,豆瓣图书标签: 钱钟书,钱钟书 / 生活·读书·新知三联书店 / 2002-5 / 45.00元,(2833人评价),"钱钟书在《宋诗选注》中对晏殊、王安石、柳永、欧阳修、秦观、苏轼、黄庭坚、杨万里、陆游、文天祥等八十位诗人的近三百首宋诗作了注释。
人民文学出版社1958年初..."
七缀集,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2002-6 / 12.00元,(2078人评价),《七缀集》是全部《旧文四篇》和半部《也是集》的合并。前书由上海古籍出版社于1979年9月出版，后书由香港广角镜出版社于1984年3月出版，两书原有的短序保存...
谈艺录,豆瓣图书标签: 钱钟书,钱锺书 / 生活·读书·新知三联书店 / 2007-12 / 52.00元,(669人评价),关于中国古代诗文的论艺专著。简装横排繁体本。
管锥编（全五册）,豆瓣图书标签: 钱钟书,钱钟书 / 中华书局 / 1979-08 / 88.00,(1267人评价),《管锥编》是钱钟书先生生前的一部笔记体的巨著。同他的《谈艺录》、《七缀集》不一样，《管锥编》不能被归入任何的学术体例当中。该书范围由先秦迄于唐前，而涉及音韵...
走到人生边上,豆瓣图书标签: 钱钟书,杨绛 / 商务印书馆 / 2007-8 / 16.00元,(14841人评价),人生据说是一部大书。“生、老、病、死”是人生的规律，谁也逃不过。《写在人生边上》是钱钟书先生的第一个集子，由杨绛女士编定。本书则是这个集子的注释，回答了神和...
围城,豆瓣图书标签: 钱钟书,钱钟书 / 人民文学出版社 / 1985 / 1.70元,(7443人评价),《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出...
﻿呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973年3月 / 0.36元,(88977人评价),《呐喊》收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社出版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印刷时起，改...
朝花夕拾,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1972年4月 / 0.25元,(83887人评价),"《小引》
《狗·猫·鼠》
《阿长与山海经》
《二十四孝图》
《五猖会》
《无常》
《从百草园到三味书屋》
《父亲的病》
《琐记》
《藤野先生》
《范爱农》
..."
彷徨,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973年3月 / 0.37元,(21597人评价),《彷徨》收入鲁迅1924年至1925年所作的小说，首篇《祝福》写于1924年2月16日，末篇《离婚》写于1925年11月6日，实际的时间跨度是一年半多，19...
野草,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973-3 / 0.20元,(11545人评价),本书所收散文诗23篇〔包括一首打油诗和一出诗剧〕，最初都曾陆续发表于1924年12月至1926年1月的《语丝》周刊上，《题辞》最初也曾发表于1927年7月2...
狂人日记,豆瓣图书标签: 鲁迅,鲁迅 / 京华出版社 / 2006-3 / 39.80元,(51511人评价),《狂人日记》是鲁迅1918年发表的第一篇白话短篇小说，当时正值“五四”运动的前夜。由于辛亥革命的半途而废，特别是帝国主义侵略的加剧，使社会各种矛盾更加复杂尖...
阿Q正传,豆瓣图书标签: 鲁迅,鲁迅 著、丰子恺 绘 / 上海书店出版社 / 2003-7 / 14.50元,(71613人评价),《阿Q正传》讲述值此世纪末，衷心祈愿这里所议论的人物在下一世纪的中国现实生活中淡出；当然，作为光辉的典型人物，他将和哈姆雷特、唐·吉诃德等不朽的名字一样万古...
故事新编,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 1973-12-01 / 0.31 元,(7667人评价),《故事新编》是鲁迅的一部短篇小说集，收录了鲁迅在1922年～1935年间创作的短篇小说八篇。1936年1月由上海文化生活出版社初版，列为巴金所编的《文学丛刊...
鲁迅的都市漫游,豆瓣图书标签: 鲁迅,[日] 藤井省三 / 潘世圣 / 新星出版社 / 2020-5 / 58.00元,(99人评价),这是一本非常特别的鲁迅评传和研究著作。作者将鲁迅放在绍兴、南京、东京、仙台、北京、厦门、广州、上海这些都市空间中，刻画了一个沉浸于都市文化的刺激体验中的“都...
伤逝,豆瓣图书标签: 鲁迅,鲁迅 / 中国青年出版社 / 2004-1-1 / 19.50元,(5955人评价),"电影伴读中国文学文库。
本书精选了鲁迅小说、杂文数十篇。鲁迅（1881-1936），现代文学家、思想家和革命家。原名周树人，字豫才，浙江绍兴人。1918年5..."
鲁迅全集,豆瓣图书标签: 鲁迅,鲁迅 / 同心出版社 / 2014-5-1 / 388.00元,(1497人评价),"1936年10月，鲁迅先生在上海逝世。鲁迅先生纪念委员会为""扩大鲁迅精神的影响，以唤醒国魂，争取光明""编印了鲁迅逝后第一版《鲁迅全集》。
《全集》由蔡元培任..."
热风,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 2006-12 / 9.00元,(1717人评价),《热风》收作者1918年至1924年所作杂文四十一篇。1925年11月由北京北新书局初版。作者生前共印行十版次。鲁迅在《新青年》的《随感录》中做些短评，还在...
呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 2006-1-1 / 15.00元,(1645人评价),《呐喊》(插图本)收录作者1918年至1922年所作小说十四篇。1923年8月由北京新潮社初版，原收十五篇，列为该社《文艺丛书》之一。1924年5月第三次印...
呐喊,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2016-1 / 32.00元,(2149人评价),"【内容简介】
《呐喊》是鲁迅的第一本小说集。1918年，新文化运动正值高峰。鲁迅因为和老朋友“金心异”（钱玄同）的一场关于“铁屋子”的谈话，创作了第一篇白话..."
故事新编,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2015-1-1 / 25.00元,(2312人评价),鲁迅，一个败落的旧家子弟，一个清末乡镇文人，一个留日学生，一个多半从日译本了解欧美的知识分子，一个几乎终身穿长袍的江南人，一个写出中国第一册现代短篇小说集的...
朝花夕拾,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2015-1-1 / 25元,(1542人评价),曾经在陈丹青先生《鲁迅是谁？》的演讲中听到一个别致的观点，他说“鲁迅的被扭曲，是现代中国一桩超级公案”，对鲁迅以“政治上的正确”给予他的作品褒扬、抬高，不可...
坟,豆瓣图书标签: 鲁迅,鲁迅 / 人民文学出版社 / 2006-12 / 16.00元,(1285人评价),《坟》收作者1907年至1925年所作论文二十三篇。1927年3月由北京未名社初版，1929年3月第二次印刷时曾经作者校订。1930年4月第三次印刷改由上海...
彷徨,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2016-1 / 32.00元,(1292人评价),"【内容简介】
《彷徨》是鲁迅的第二部小说集，共收1924至1925年所作小说十一篇。《彷徨》的写作时期，正值五四落潮，新文化运动阵营内部出现分化，作者一面因..."
鲁迅全集（2005最新修订版）,豆瓣图书标签: 鲁迅,鲁迅 / 有2012年第4次印本 / 人民文学出版社 / 2005-11 / 990.00元,(4419人评价),新版《鲁迅全集》由原来的16卷增至18卷，书信、日记各增加了一卷，共计创作10卷，书信4卷，日记3卷，索引1卷，总字数约700万字。与1981年版相比，此次...
笑谈大先生,豆瓣图书标签: 鲁迅,陈丹青 / 广西师范大学出版社 / 2011-1 / 36.00元,(6415人评价),本书收录作者近年来关于鲁迅的七次演讲文稿。虽不过数万言，却在浩瀚的鲁迅研究的边上，辟出新的境界。论者或称它“还原”了鲁迅，或称它“唤回”了鲁迅；而对于作者，...
鲁迅杂文集,豆瓣图书标签: 鲁迅,鲁迅 / 天津人民出版社 / 2015-12 / 32.00元,(1088人评价),"【内容简介】
鲁迅先生的杂文，有一种穿越时间的力量，他去世八十年了，他的文章仿佛还在为我们这个时代发声。譬如关于当下流行的“女学课堂”，他说：“要我们保存国..."
﻿人间词话,豆瓣图书标签: 诗词,王国维 / 上海古籍出版社 / 1998-12-01 / 9.80元,(39446人评价),《人间词话》一书乃是王氏接受了西洋美学思想之洗礼后，以崭新的眼光对中国旧文学所作的评论，具有划时代的意义，向来极受学术界重视。本书并约请当今著名专家黄霖为之...
唐诗三百首,豆瓣图书标签: 诗词,蘅塘退士、陈婉俊 / 中华书局 / 1998-1-1 / 0.65,(14049人评价),《唐诗三百首》的旧注本亦有许多种，其中以陈婉俊的补注本简明精当，流行最广。她的注解除简介作者生平外，比较注重语词名物的诠释，博引旁征，字梳句栉，对今天的读者...
半小时漫画宋词,豆瓣图书标签: 诗词,陈磊、半小时漫画团队 / 上海文艺出版社 / 2020-4 / 54.90元,(1841人评价),"读懂宋词，从宋词背后的故事开始。
通过手绘漫画和段子，陈磊（笔名：二混子）领衔的半小时漫画团队带我们重新读懂了那些从小背到大的宋词：
大文豪苏轼的“竹杖芒鞋..."
鲜衣怒马少年时-唐宋诗人的诗酒江湖,豆瓣图书标签: 诗词,少年怒马 著、博集天卷 出品 / 湖南文艺出版社 / 49元,(400人评价),唐诗里的梦想与远方，宋词里的风雅与深情，是中国人最美的记忆。我们自小就熟读很多诗词名篇，对它们的作者却知之甚少。有的诗人甚至像是只发了一条“朋友圈”，就消失...
半小时漫画唐诗,豆瓣图书标签: 诗词,陈磊·半小时漫画团队 / 江苏凤凰文艺 / 2019-5-1 / 49.9,(4748人评价),"读懂唐诗，从唐诗背后的故事开始。
通过手绘漫画和段子，陈磊（笔名：二混子）领衔的半小时漫画团队带我们重新读懂了那些从小背到大的唐诗：李白喊出“安能摧眉折腰事..."
飞鸟集,豆瓣图书标签: 诗词,[印] 罗宾德拉纳德·泰戈尔 / 徐翰林 / 哈尔滨出版社 / 2004-6 / 16.80元,(50050人评价),《飞鸟集》是泰戈尔的代表作之一，也是世界上最杰出的诗集之一。白昼和黑夜、溪流和海洋、自由和背叛，都在泰戈尔的笔下合而为一，短小的语句道出了深刻的人生哲理，引...
诗经,豆瓣图书标签: 诗词,孔丘 编订 / 北京出版社 / 2006-7 / 19.90元,(16999人评价),这本《诗经》收录全部305篇，每篇诗歌都配有相应的解释及译文，使读者更容易理解。
人生若只如初见,豆瓣图书标签: 诗词,安意如 / 天津教育出版社 / 2006-8 / 23.80元,(47546人评价),这是一部不甘于淹没在浩瀚书海中的作品。她似在谈诗词，又似在谈风月。她不拘泥于对古典诗词字面的理解，也非传统意义上的简单赏析，而是一种风格独特、感情丰富的散文...
半小时漫画唐诗2,豆瓣图书标签: 诗词,陈磊、半小时漫画团队 / 江苏文艺出版社 / 2019-9-19 / 49.90元,(1954人评价),全网粉丝700万！熟读唐诗三百首背后的故事，准确理解唐诗的原意、深意和诗意。看起来都是笑点，实际上全是考点！翻开本书，了解伟大诗人一生的悲欢离合，感受千古名...
《鲜衣怒马少年时》,豆瓣图书标签: 诗词,吉林摄影出版社 / 2018-7,(139人评价),"一本全民亦可阅读的实用文化工具书，
集知识性、趣味性、教育性、高雅性于一体的通俗读物。
全民阅读时代，与经典国学对话。
再平凡的生命，都有诗意的光芒。"
唐宋词十七讲,豆瓣图书标签: 诗词,叶嘉莹 / 北京大学出版社 / 2015-5-1 / CNY 62.00,(3167人评价),"一部完整的唐宋词史。本书为国学大家叶嘉莹教授应辅仁大学校友会之邀所做的唐宋词系列讲座纪录。
《唐宋词十七讲》为作者唐宋词系列讲座的讲演记录，内容是《唐宋词名..."
海子的诗,豆瓣图书标签: 诗词,海子 / 人民文学出版社 / 1999-04 / 15.40,(33015人评价),本书收录了已故诗人海子的诗作精华，其诗以独特的风格深受读者的喜爱，从这些诗中反映出诗人那对于一切美好事物的眷恋之情，对于生命的世俗和崇高的激动和关怀。
六神磊磊读唐诗,豆瓣图书标签: 诗词,六神磊磊 / 北京十月文艺出版社 / 2017-7 / 45.00元,(3462人评价),"自媒体写作的高峰六神磊磊力作
一本又有趣又涨姿势的唐诗读本
【内容简介】：
本书内容横跨了从南北朝末期到唐朝的四百年历史，既沿着初唐、盛唐、中唐、晚唐的轨迹..."
唐诗鉴赏辞典,豆瓣图书标签: 诗词,萧涤非、等 / 上海辞书出版社 / 1999-11 / 52.10元,(4104人评价),《唐诗鉴赏辞典》旨在介绍唐诗之精华。它搜集了一百九十多位诗人的一千余篇作品，出自大家、名家之手，流传万口的名篇，固然都在网罗之列；同时，也选采了许多不见录于...
蒋勋说宋词（修订版）,豆瓣图书标签: 诗词,蒋勋 / 中信出版社 / 2014-9 / 39.80元,(1460人评价),"本书系在《蒋勋说宋词》（2012年版）的基础上修订而成。
蒋勋先生按照五代、北宋、南宋的时间脉络，将李煜、冯延巳、范仲淹、晏殊、晏几道、欧阳修、柳永、苏轼、..."
海子诗全集,豆瓣图书标签: 诗词,海子 著、西川 编 / 作家出版社 / 2009-3 / 88.00元,(9058人评价),《海子诗全集》收录迄今为止所有发现的海子文学作品。全书以上海三联书店1997年出版的《海子诗全编》为底本，依照时间与类别结合的方式，收入海子的抒情短诗、长诗...
人间词话,豆瓣图书标签: 诗词,王国维 / 中华书局 / 2012-7 / 19.00元,(3126人评价),《人间词话》是中国古典文学批评里程碑式的作品，集中体现了著名学者王国维的文学、美学思想，精义迭出。书中提出的“境界说”向来极受学术界重视。徐调孚校注本被认为...
花间集,豆瓣图书标签: 诗词,温庭筠 韦庄等、赵崇祚【编纂】、赵佶等【插图】 / 三秦出版社 / 2018-7-15 / 98.00,(537人评价),"•	关于版本：
本版以宋代晁刻本、鄂州刻本为底本参考汤显祖点评本等几个重要刻本综合勘校。收录全500篇。
•	文字部分：
全文注释注音，通畅诵读。
上下阕分..."
诗词格律,豆瓣图书标签: 诗词,王力 / 中华书局 / 2009-5-18 / 25.00元,(869人评价),本书是王力先生讲解中国古典诗词格律的名作，自出版以来，已售出几十万册。因作者的初衷便是将诗词格律作为一种基本知识来告诉读者，故而简明扼要、深入浅出、便于学习...
中国古典诗词感发,豆瓣图书标签: 诗词,顾随、叶嘉莹（笔记） / 北京大学出版社 / 2012-6-1 / 39.00元,(1199人评价),20世纪国学大师顾随学术研究与学术普及的巅峰之作。本书由国学大家叶嘉莹珍藏60多年，第一次全部公之于世。本书作者站在较高的人生境界，把中西文化熔于一炉，把文...
﻿一个陌生女人的来信,豆瓣图书标签: 茨威格,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 20.00元,(105723人评价),"这是一部短篇小说集，除《一个陌生女人的来信》，亦按时间顺序收录了《火烧火燎的秘密》、《马来狂人》等名篇，作者的创作历程一目了然。
《一个陌生女人的来信》讲述..."
